목록키,목록유형,목록명,파일데이터명,분류체계,제공기관코드,제공기관,관리 부서명,관리부서 전화번호,보유근거,수집방법,업데이트 주기,차기 등록 예정일,매체유형,전체행,확장자(데이터포맷),키워드,다운로드_활용신청건수,등록일,수정일,데이터 한계,제공형태,설명,기타 유의사항,공간범위,시간범위,비용부과유무,비용부과기준 및 단위,이용허락범위,API 유형,신청가능 트래픽,심의 유형,조회수,목록 URL,국가중점여부,표준데이터여부
15013132,FILE,(재)한국스마트그리드사업단_보고서,스마트그리드국제협의체 연차보고서(2011~2017) 및 정보기술아키텍처 유스케이스(15종),산업고용 - 산업진흥·고도화,B553497,(재)한국스마트그리드사업단,경영지원팀,`0221381704,-,-,연간,2019-11-20,텍스트,15,HWP,"스마트그리드,연차보고서,유스케이스",1322,2018-11-20,2018-11-20,-,공공데이터포털에서 다운로드(원문파일등록),"한국스마트그리드사업단에서 발간한 ISGAN 연차보고서, 정보기술아키텍처 유스케이스 보고서 제공",-,-,-,무료,-,이용허락범위 제한 없음,-,-,-,2975,https://www.data.go.kr/data/15013132/fileData.do,N,N
15013175,FILE,행정안전부_한국도시통계,행정안전부_한국도시통계_20221231,국토관리 - 지역및도시,1741000,행정안전부,지역경제과,`0442053909,통계법,-,연간,2026-02-24,텍스트,1,xls,"도시,도시통계,한국도시,기본통계,지자체  통계",1216,2019-09-26,2025-09-23,-,기관자체에서 다운로드(제공데이터URL기재),"- 한국도시통계는 전국 지방자치단체의 기본여건(인구, 거주 등), 경제, 사회, 환경 등의 모습을 한 눈에 비교할 수 있도록 15개 분야 57개 항목을 수록한 지역종합통계로 행정수행에 필요한 기초자료를 제공하고, 지역을 연구하고 정책 수립 과정 등에 지원을 목적으로 하고 있습니다.<br/>- 연혁으로 ""한국도시통감""(1966년)을 시작으로 2010년 ""한국도시통계""로 변경승인되어 현재까지 매년 작성하고 있습니다.<br/>- 작성기준일은 해당연도 전전년을 기준(예 2025년 공표, 2023년 기준)으로 하고 있고 KOSIS, 행정안전부 누리집을 통해 공개하고 있습니다.<br/>- 한국도시통계는 지역경제 연구 및 지역정책 계획 수립에 활용하거나 지역수요에 부응하는(이용자중심) 지역통계 개발과 통계정책 수립 등에 활용하고 있습니다.<br/>- 현재 타 승인통계와 지자체 기본통계와 상호 연계성 확보를 통해 수요자가 필요한  통계를 신뢰도 높게 제공을 위해 노력하고 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,7666,https://www.data.go.kr/data/15013175/fileData.do,N,N
15013188,FILE,행정안전부_민방위 훈련정보,행정안전부_민방위 훈련정보_06/02/2016,재난안전 - 안전관리,1741000,행정안전부,민방위과,`0442054361,민방위기본법,시군구의 새올시스템 연계를 통한  민방위 교육일정 및 교육장소 공유,수시,-,텍스트,19199,csv,"전국민,민방위,교육훈련,교육장소,교육일정,교육장 주소,교육시간",676,2019-09-28,2025-12-08,-,공공데이터포털에서 다운로드(원문파일등록),"행정안전부에서는 지방자치단체에서 운영하는 민방위 교육훈련 관련 교육일정 및 교육장소를 새올시스템(민방위)과 연계하여 제공하고 있습니다.<br/>제공항목은 시군구명, 읍면동명, 교육일자, 교육연차별 교육대상 구분명, 교육구분명(집합교육, 사이버교육 등), 교육시작시간, 교육종료시간, 교육장소, 교육장주소, 지방자치단체별 민방위업무담당자 전화번호, 휴일구분, 교육장 도로명주소 등입니다.<br/>민방위 교육훈련은 출장 등으로 주소지 관할 민방위교육장에서 받을 수 없는 경우 출장지인 현지에서도 교육을 받을 수 있으니 다른 지방자치단체의 교육일정을 확인한 후 교육을 받으시기 바랍니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3378,https://www.data.go.kr/data/15013188/fileData.do,N,N
15013197,FILE,해양경찰청_관서현황,해양경찰청_관서현황_20241231,재난안전 - 해경,1532000,해양경찰청,인공지능전환팀,`0328352770,-,-,연간,2026-09-10,텍스트,7,csv,"해양경찰,관서,현황,지방해양경찰청,해양경찰서,해양경찰파출소,해양경찰출장소",1395,2021-05-03,2025-09-10,-,공공데이터포털에서 다운로드(원문파일등록),"최근 7년간(2018년~2024년) 해양경찰관서 현황에 관한 데이터로서 연도, 지방해양경찰청, 해양경찰서, 파출소, 출장소 등의 항목을 제공합니다.<br/>소속기관<br/>1차 : 8개 (교육원(1), 중특단(1), 정비창(1), 지방청(5))<br/>2차 : 44개 (연구센터(1), 특구대(2), 부산정비창(1), 해경서(21), VTS(19))<br/>3차 : 97개 (파출소(97)) * 출장소 223개<br/><br/>해양경찰의 주요임무<br/>① 해양경찰은 해양에서의 수색ㆍ구조ㆍ연안안전관리 및 선박교통관제와 경호ㆍ경비ㆍ대테러작전에 관한 직무를 수행한다.<br/>② 해양경찰은 해양에서 공공의 안녕과 질서유지를 위하여 해양관련 범죄의 예방ㆍ진압ㆍ수사와 치안정보의 수집ㆍ작성ㆍ배포에 관한 직무를 수행한다.<br/>③ 해양경찰은 해양오염 방제 및 예방활동에 관한 직무를 수행한다.<br/>④ 해양경찰은 직무와 관련된 외국 정부기관 및 국제기구와 협력하여야 한다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4991,https://www.data.go.kr/data/15013197/fileData.do,N,N
15013201,FILE,해양경찰청_VTS 관제구역도 현황,해양경찰청_VTS 관제구역도 현황_20240912,재난안전 - 해경,1532000,해양경찰청,인공지능전환팀,`0328352770,-,-,연간,2026-09-30,텍스트,1,hwpx,"VTS,교통관제,관제구역,해양경찰,선박교통관제에 관한 규정,선박,관제",1568,2019-09-02,2025-09-08,-,기관자체에서 다운로드(제공데이터URL기재),"전국 VTS 관제구역도에 대한  데이터로서 구분,지점번호,위도(도),위도(분),위도(초),경도(도),경도(분),경도(초) 등의 항목을 제공합니다.<br/>관제대상 선박 (「선박법」 제 1조의 2 제 1항에 따른 선박」, (같은 항 제 3호에 따른 부선은 제외한다) 중에서 선박교통관제 실시 대상이 되는 다음의 어느 하나에 해당하는 선박을 말한다.(선박교통관제법 제 2조 3항))<br/>국제항해에 취항하는 선박<br/>총톤수 300톤 이상의 선박(다만, 「어선법」제2조제1호에 따른 어선 중 국내항 사이만을 항행하는 내항어선은 제외한다.)<br/>「해상교통안전법」제2조제4호에 따른 위험화물운반선<br/>해양경찰청장이 고시하는 선박(선박교통관제에 관한 규정 제5조 및 별표2 참조)",-,-,-,무료,건 ,공공저작물_출처표시 + 상업적 이용금지 + 변경금지,-,-,-,5878,https://www.data.go.kr/data/15013201/fileData.do,N,N
15013227,FILE,전라남도 장성군_병의원 현황,전라남도 장성군_병의원 현황_20241216,보건의료 - 보건의료,4980000,전라남도 장성군,총무과,`0613907460,-,-,연간,2025-12-16,텍스트,39,csv,"병원,의원,요양병원",1127,2017-11-30,2024-12-16,-,공공데이터포털에서 다운로드(원문파일등록),전라남도 장성군 병의원 현황은 장성군 관내에 소재하고 있는 병의원의 현황과 병원별 병상수 정보 등을 제공하고 있습니다.,-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4008,https://www.data.go.kr/data/15013227/fileData.do,N,N
15013237,FILE,행정안전부_재난안전신기술,행정안전부_재난안전신기술_20250831,재난안전 - 안전관리,1741000,행정안전부,재난안전산업과,`0442054187,"재난안전산업 진흥법 제14조에 따른 우수 재난안전기술 개발·보급 및 재난안전기술 실용화 등을 위해 신규성, 우수성 등을 평가하여 지정한 재난안전신기술 현황 정보",재난안전산업종합정보시스템,연간,2026-12-04,텍스트,205,csv,"재난안전,지정,신기술",1752,2018-07-20,2025-12-04,재난안전신기술,공공데이터포털에서 다운로드(원문파일등록),"재난안전산업 진흥법 제14조에 따른 우수 재난안전기술 개발·보급 및 재난안전기술 실용화 등을 위해 신규성, 우수성 등을 평가하여 지정한 재난안전신기술 현황 정보",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,7454,https://www.data.go.kr/data/15013237/fileData.do,N,N
15013292,FILE,경상남도_창녕군_토양오염정보,경상남도_창녕군_토양오염정보_20250429,환경기상 - 환경일반,5410000,경상남도 창녕군,행정복지국 행정과,`0555301243,토양환경보전법,-,연간,2026-04-29,텍스트,70,csv,"토양오염,관리대상,토양환경,토양오염검사,누출검사",835,2019-05-15,2025-05-19,-,공공데이터포털에서 다운로드(원문파일등록),"경상남도 창녕군 내 토양오염정보입니다.<br/>1. 업소명, 주소, 전화번호, 소방법완공검사일, 2024년 토양오염도검사 조사대상, 2024년 누출검사 조사대상 정보를 포함하고 있습니다.<br/>2. 데이터 기준일은 2025년 4월 29일이며, 해당 자료는 매년 1회 정기적으로 갱신 및 업데이트됩니다.<br/>3. 전화번호가 없는 데이터가 있으며, 2025년 토양오염도검사 조사대상 및 2025년 누출검사 조사대상은 대상인 경우에만 데이터가 존재합니다.<br/>4. 데이터에 대하여 추가적인 문의사항이 있거나 세부 설명이 필요한 경우에는 창녕군청 관광환경국 환경위생과 환경정책팀 055-530-1604로 문의 주시기 바랍니다.<br/>","전화번호가 없는 데이터가 있으며, 2025년 토양오염도검사 조사대상 및 2025년 누출검사 조사대상은 대상인 경우에만 데이터가 존재합니다.",경상남도 창녕군,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3634,https://www.data.go.kr/data/15013292/fileData.do,N,N
15013362,FILE,경기도교육청_경기도 학사 일정,경기도교육청_경기도 학사 일정_20250301,교육 - 교육일반,7530000,경기도교육청,경기도교육청,`0318200663,-,-,연간,2026-09-09,텍스트,3271,xlsx,"학사일정,재량휴업일,졸업일,초중고,방학일",2942,2016-04-07,2025-09-15,-,공공데이터포털에서 다운로드(원문파일등록),"경기도 내 초등학교, 중학교, 고등학교의  2025년 학사일정을 수록한 데이터입니다. 이 데이터는 각급 학교에서 수집된 학사 일정을 경기도교육청에서 연 1회 취합하여 관리하며, 공공데이터포털을 통해 XLSX 파일 형태로 무료로 제공합니다. 데이터는 경기도교육청 소속 학교의 졸업식 일정이 포함되어 있어, 학교별, 지역별 졸업예정일을 한눈에 파악할 수 있습니다. ""경기도교육청_경기도 학사 일정"" 데이터는 교육행정, 정책 연구, 학부모 및 학생의 일정 관리, 언론 보도, 지역사회 행사 기획 등 다양한 분야에서 활용될 수 있습니다. <br/>학교별 전체 학사일정은 나이스 교육정보개방포털(https://open.neis.go.kr/) 내 ""학사일정""에서 확인할 수 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,7943,https://www.data.go.kr/data/15013362/fileData.do,N,N
15013365,FILE,전북특별자치도 완주군_개별공시지가 현황,전북특별자치도 완주군_개별공시지가 현황_20230101,공공행정 - 지방행정·재정지원,4721000,전북특별자치도 완주군,행정지원과,`0632902442,부동산 가격공시 및 감정평가에 관한 법률 제11조 내지 제15조,-,연간,2025-05-27,텍스트,182954,csv,"공시지가,개별공시지가,지가",1678,2019-12-31,2024-05-27,-,공공데이터포털에서 다운로드(원문파일등록),"본 공공데이터는 완주군내 개별공시지가 현황 정보를 제공하는 공공데이터로 매년 결정하는 개별공시지가 1월기준 필지별, 읍면별 현황의 정보를 포함하고 있습니다.",공시지가는 매년 4월경 공표되므로 이용 시점과 차이가 있을 수 있습니다.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3458,https://www.data.go.kr/data/15013365/fileData.do,N,N
15013366,FILE,재단법인국악방송_방송음원선곡 정보,재단법인국악방송_국악방송 라디오 방송선곡정보_2019,문화관광 - 문화예술,B555289,국악방송,미디어사업부,`023009978,-,-,연간,2020-09-17,텍스트,163998,XLSX,"국악,방송,음원",1240,2019-09-17,2019-09-17,-,공공데이터포털에서 다운로드(원문파일등록),"국악방송 라디오 프로그램에서 방송된 음원의 정보 모음
-방송프로그램명, 곡명, 작사가, 작곡가, 방송일자 등.",-,-,-,무료,-,이용허락범위 제한 없음,-,-,-,3180,https://www.data.go.kr/data/15013366/fileData.do,N,N
15013379,FILE,경상남도 김해시_토양오염 관리대상시설 현황,경상남도 김해시_토양오염 관리대상시설 현황_20250123,환경기상 - 환경일반,5350000,경상남도 김해시,환경정책과,`0553302736,-,-,연간,2026-02-22,텍스트,333,csv,"토양오염,오염관리시설,사후관리매립장",2664,2016-05-12,2025-01-23,-,공공데이터포털에서 다운로드(원문파일등록),"경상남도 김해시 토양오염 관리 시설 현황에 대한 데이터로 신고번호, 사업장명, 업종, 지번주소, 도로명주소, 완공일자, 토양오염물질저장용량 등을 제공합니다.",데이터 미집계로 인한 공란이 존재합니다.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3377,https://www.data.go.kr/data/15013379/fileData.do,N,N
